nse_ticker,theme_key,theme_name
FACT,rural_agri,Rural & Agri
FAIRCHEMOR,specialty_chem,Specialty Chemicals
FCL,specialty_chem,Specialty Chemicals
FCSSOFT,it_services,IT Services
FDC,cdmo_pharma,CDMO / CRAMS Pharma
FDC,branded_pharma,Branded Formulations Pharma
FEDERALBNK,private_banks,Private Banks
FIEMIND,ev,Electric Vehicles
FILATEX,discretionary,Premium Consumer Discretionary
FILATFASH,discretionary,Premium Consumer Discretionary
FINEORG,specialty_chem,Specialty Chemicals
FINOPB,small_fin_banks,Small Finance & Microfinance
FIRSTCRY,discretionary,Premium Consumer Discretionary
FIRSTCRY,new_age_tech,New-Age Tech (Internet/Fintech)
FIVESTAR,nbfc,NBFC — Retail & Diversified
FLEXITUFF,discretionary,Premium Consumer Discretionary
FLUOROCHEM,specialty_chem,Specialty Chemicals
FMGOETZE,ev,Electric Vehicles
FOCUS,semis,Semiconductors & Electronics Manufacturing
FOCUS,discretionary,Premium Consumer Discretionary
FORCEMOT,ev,Electric Vehicles
FORTIS,hospitals,Hospitals & Healthcare Services
FOSECOIND,specialty_chem,Specialty Chemicals
FRACTAL,it_services,IT Services
FUSION,small_fin_banks,Small Finance & Microfinance
GABRIEL,ev,Electric Vehicles
GAEL,fmcg_staples,FMCG Staples
GAIL,psu_capex,PSU Capex Beneficiaries
GAIL,oil_downstream,Oil & Gas — Downstream & Gas Utilities
GALAPREC,capex,Broad Capital Goods Cycle
GALAXYSURF,specialty_chem,Specialty Chemicals
GALLANTT,metals,Metals & Mining
GANDHITUBE,metals,Metals & Mining
GANECOS,discretionary,Premium Consumer Discretionary
GANESHHOU,realty,Real Estate
GANGESSECU,fmcg_staples,FMCG Staples
GARFIBRES,discretionary,Premium Consumer Discretionary
GARFIBRES,new_age_tech,New-Age Tech (Internet/Fintech)
GATECH,new_age_tech,New-Age Tech (Internet/Fintech)
GATECHDVR,new_age_tech,New-Age Tech (Internet/Fintech)
GATEWAY,logistics,Logistics & Supply Chain
GATI,logistics,Logistics & Supply Chain
GAUDIUMIVF,hospitals,Hospitals & Healthcare Services
GEECEE,realty,Real Estate
GEEKAYWIRE,metals,Metals & Mining
GENCON,realty,Real Estate
GENESYS,it_services,IT Services
GENUSPOWER,semis,Semiconductors & Electronics Manufacturing
GENUSPOWER,capex,Broad Capital Goods Cycle
GEOJITFSL,capital_markets,Capital Markets & Exchanges
GESHIP,logistics,Logistics & Supply Chain
GHCL,specialty_chem,Specialty Chemicals
GHCLTEXTIL,discretionary,Premium Consumer Discretionary
GICHSGFIN,nbfc,NBFC — Retail & Diversified
GICRE,general_insurance,General & Health Insurance
GILLANDERS,fmcg_staples,FMCG Staples
GILLETTE,fmcg_staples,FMCG Staples
GINNIFILA,discretionary,Premium Consumer Discretionary
GKSL,hospitals,Hospitals & Healthcare Services
GLAND,cdmo_pharma,CDMO / CRAMS Pharma
GLAND,branded_pharma,Branded Formulations Pharma
GLAXO,cdmo_pharma,CDMO / CRAMS Pharma
GLAXO,branded_pharma,Branded Formulations Pharma
GLENMARK,cdmo_pharma,CDMO / CRAMS Pharma
GLENMARK,branded_pharma,Branded Formulations Pharma
GLOBAL,discretionary,Premium Consumer Discretionary
GLOBALE,discretionary,Premium Consumer Discretionary
GLOBALVECT,logistics,Logistics & Supply Chain
GLOBE,discretionary,Premium Consumer Discretionary
GLOTTIS,logistics,Logistics & Supply Chain
GMDCLTD,ev,Electric Vehicles
GMDCLTD,metals,Metals & Mining
GMMPFAUDLR,capex,Broad Capital Goods Cycle
GNA,ev,Electric Vehicles
GNFC,specialty_chem,Specialty Chemicals
GNFC,rural_agri,Rural & Agri
GOACARBON,metals,Metals & Mining
GOCOLORS,discretionary,Premium Consumer Discretionary
GODAVARIB,fmcg_staples,FMCG Staples
GODIGIT,general_insurance,General & Health Insurance
GODREJAGRO,rural_agri,Rural & Agri
GODREJCP,fmcg_staples,FMCG Staples
GODREJPROP,realty,Real Estate
GOKEX,discretionary,Premium Consumer Discretionary
GOKUL,fmcg_staples,FMCG Staples
GOKULAGRO,fmcg_staples,FMCG Staples
GOLDBEES,capital_markets,Capital Markets & Exchanges
GOLDIAM,discretionary,Premium Consumer Discretionary
GOLDTECH,new_age_tech,New-Age Tech (Internet/Fintech)
GOODLUCK,metals,Metals & Mining
GPIL,metals,Metals & Mining
GPTHEALTH,hospitals,Hospitals & Healthcare Services
GRANULES,cdmo_pharma,CDMO / CRAMS Pharma
GRANULES,branded_pharma,Branded Formulations Pharma
GRASIM,cement,Cement
GRAVITA,metals,Metals & Mining
GREAVESCOT,ev,Electric Vehicles
GREENLAM,renewables,Renewables & Clean Energy
GREENLAM,discretionary,Premium Consumer Discretionary
GREENPANEL,renewables,Renewables & Clean Energy
GREENPANEL,discretionary,Premium Consumer Discretionary
GREENPLY,renewables,Renewables & Clean Energy
GREENPLY,discretionary,Premium Consumer Discretionary
GREENPOWER,renewables,Renewables & Clean Energy
GRMOVER,fmcg_staples,FMCG Staples
GROBTEA,fmcg_staples,FMCG Staples
GROWW,capital_markets,Capital Markets & Exchanges
GRSE,defense,Defense & Aerospace
GRSE,psu_capex,PSU Capex Beneficiaries
GRWRHITECH,new_age_tech,New-Age Tech (Internet/Fintech)
GSFC,specialty_chem,Specialty Chemicals
GSFC,rural_agri,Rural & Agri
GSLSU,discretionary,Premium Consumer Discretionary
GSS,it_services,IT Services
GSS,new_age_tech,New-Age Tech (Internet/Fintech)
GTECJAINX,discretionary,Premium Consumer Discretionary
GUFICBIO,cdmo_pharma,CDMO / CRAMS Pharma
GUFICBIO,branded_pharma,Branded Formulations Pharma
GUJALKALI,specialty_chem,Specialty Chemicals
GUJAPOLLO,capex,Broad Capital Goods Cycle
GUJGAS,oil_downstream,Oil & Gas — Downstream & Gas Utilities
GUJGASLTD,oil_downstream,Oil & Gas — Downstream & Gas Utilities
GUJRATGAS,oil_downstream,Oil & Gas — Downstream & Gas Utilities
GUJTHEM,cdmo_pharma,CDMO / CRAMS Pharma
GUJTHEM,branded_pharma,Branded Formulations Pharma
GULPOLY,fmcg_staples,FMCG Staples
GVPTECH,it_services,IT Services
GVPTECH,new_age_tech,New-Age Tech (Internet/Fintech)
GVT&D,capex,Broad Capital Goods Cycle
HAL,defense,Defense & Aerospace
HAL,psu_capex,PSU Capex Beneficiaries
HALDER,fmcg_staples,FMCG Staples
HALEOSLABS,cdmo_pharma,CDMO / CRAMS Pharma
HALEOSLABS,branded_pharma,Branded Formulations Pharma
HAPPSTMNDS,it_services,IT Services
HAPPSTMNDS,new_age_tech,New-Age Tech (Internet/Fintech)
HARIOMPIPE,metals,Metals & Mining
HARSHA,capex,Broad Capital Goods Cycle
HAVELLS,semis,Semiconductors & Electronics Manufacturing
HAVELLS,discretionary,Premium Consumer Discretionary
HAVISHA,discretionary,Premium Consumer Discretionary
HBLENGINE,capex,Broad Capital Goods Cycle
HBLPOWER,ev,Electric Vehicles
HCG,hospitals,Hospitals & Healthcare Services
HCLTECH,it_services,IT Services
HCLTECH,new_age_tech,New-Age Tech (Internet/Fintech)
HDFCAMC,capital_markets,Capital Markets & Exchanges
HDFCBANK,private_banks,Private Banks
HDFCLIFE,life_insurance,Life Insurance
HEADSUP,discretionary,Premium Consumer Discretionary
HEALTHCARE,capital_markets,Capital Markets & Exchanges
HEIDELBERG,cement,Cement
HEMIPROP,realty,Real Estate
HERANBA,specialty_chem,Specialty Chemicals
HERANBA,rural_agri,Rural & Agri
HERITGFOOD,fmcg_staples,FMCG Staples
HEROMOTOCO,ev,Electric Vehicles
HESTERBIO,cdmo_pharma,CDMO / CRAMS Pharma
HESTERBIO,branded_pharma,Branded Formulations Pharma
HEXAWARE,new_age_tech,New-Age Tech (Internet/Fintech)
HEXT,it_services,IT Services
HEXT,new_age_tech,New-Age Tech (Internet/Fintech)
HGM,it_services,IT Services
HIKAL,cdmo_pharma,CDMO / CRAMS Pharma
HIKAL,branded_pharma,Branded Formulations Pharma
HIMATSEIDE,discretionary,Premium Consumer Discretionary
HINDALCO,metals,Metals & Mining
HINDCOMPOS,ev,Electric Vehicles
HINDCON,specialty_chem,Specialty Chemicals
HINDCOPPER,metals,Metals & Mining
HINDMOTORS,ev,Electric Vehicles
HINDOILEXP,oil_upstream,Oil & Gas — Upstream
HINDPETRO,oil_downstream,Oil & Gas — Downstream & Gas Utilities
HINDUNILVR,ev,Electric Vehicles
HINDUNILVR,fmcg_staples,FMCG Staples
HINDWAREAP,discretionary,Premium Consumer Discretionary
HINDZINC,metals,Metals & Mining
HIRECT,capex,Broad Capital Goods Cycle
HISARMETAL,metals,Metals & Mining
HITECH,metals,Metals & Mining
HITECH,new_age_tech,New-Age Tech (Internet/Fintech)
HITECHCORP,new_age_tech,New-Age Tech (Internet/Fintech)
HLEGLAS,capex,Broad Capital Goods Cycle
HLVLTD,discretionary,Premium Consumer Discretionary
HNDFDS,fmcg_staples,FMCG Staples
HOMEFIRST,nbfc,NBFC — Retail & Diversified
HONASA,fmcg_staples,FMCG Staples
HONAUT,semis,Semiconductors & Electronics Manufacturing
HONAUT,capex,Broad Capital Goods Cycle
HONDAPOWER,capex,Broad Capital Goods Cycle
HPAL,specialty_chem,Specialty Chemicals
HPCL,psu_capex,PSU Capex Beneficiaries
HPCL,oil_downstream,Oil & Gas — Downstream & Gas Utilities
HPIL,specialty_chem,Specialty Chemicals
HPL,ev,Electric Vehicles
HPL,capex,Broad Capital Goods Cycle
HUBTOWN,realty,Real Estate
HUDCO,ev,Electric Vehicles
HYBRIDFIN,capital_markets,Capital Markets & Exchanges
HYUNDAI,ev,Electric Vehicles
ICEMAKE,capex,Broad Capital Goods Cycle
ICICIAMC,capital_markets,Capital Markets & Exchanges
ICICIBANK,private_banks,Private Banks
ICICIGI,capital_markets,Capital Markets & Exchanges
ICICIGI,general_insurance,General & Health Insurance
ICICIPRULI,life_insurance,Life Insurance
ICIL,discretionary,Premium Consumer Discretionary
ICRA,capital_markets,Capital Markets & Exchanges
IDBI,private_banks,Private Banks
IDBI,psu_banks,PSU Banks
IDEAFORGE,defense,Defense & Aerospace
IDEAFORGE,new_age_tech,New-Age Tech (Internet/Fintech)
IDFCFIRSTB,private_banks,Private Banks
IEX,capital_markets,Capital Markets & Exchanges
IFBIND,discretionary,Premium Consumer Discretionary
IGARASHI,ev,Electric Vehicles
IGCL,specialty_chem,Specialty Chemicals
IGCL,rural_agri,Rural & Agri
IGL,oil_downstream,Oil & Gas — Downstream & Gas Utilities
IGPL,specialty_chem,Specialty Chemicals
IIFL,capital_markets,Capital Markets & Exchanges
IIFLCAPS,capital_markets,Capital Markets & Exchanges
IKIO,semis,Semiconductors & Electronics Manufacturing
IKIO,discretionary,Premium Consumer Discretionary
IKIO,new_age_tech,New-Age Tech (Internet/Fintech)
IKS,it_services,IT Services
IMAGICAA,discretionary,Premium Consumer Discretionary
IMFA,metals,Metals & Mining
INA,semis,Semiconductors & Electronics Manufacturing
INA,capex,Broad Capital Goods Cycle
INCREDIBLE,metals,Metals & Mining
INDBANK,capital_markets,Capital Markets & Exchanges
INDGN,hospitals,Hospitals & Healthcare Services
INDHOTEL,discretionary,Premium Consumer Discretionary
INDIACEM,cement,Cement
INDIAMART,discretionary,Premium Consumer Discretionary
INDIAMART,new_age_tech,New-Age Tech (Internet/Fintech)
INDIANB,psu_banks,PSU Banks
INDIANCARD,discretionary,Premium Consumer Discretionary
INDIANHUME,capex,Broad Capital Goods Cycle
INDIASHLTR,nbfc,NBFC — Retail & Diversified
INDIGO,logistics,Logistics & Supply Chain
INDIGOPNTS,discretionary,Premium Consumer Discretionary
INDNIPPON,ev,Electric Vehicles
INDOAMIN,specialty_chem,Specialty Chemicals
INDOBORAX,specialty_chem,Specialty Chemicals
INDOCO,cdmo_pharma,CDMO / CRAMS Pharma
INDOCO,branded_pharma,Branded Formulations Pharma
INDORAMA,discretionary,Premium Consumer Discretionary
INDOTECH,capex,Broad Capital Goods Cycle
INDOTECH,new_age_tech,New-Age Tech (Internet/Fintech)
INDOTHAI,capital_markets,Capital Markets & Exchanges
INDOUS,fmcg_staples,FMCG Staples
INDOUS,new_age_tech,New-Age Tech (Internet/Fintech)
INDOWIND,renewables,Renewables & Clean Energy
INDRAMEDCO,hospitals,Hospitals & Healthcare Services
INDSWFTLAB,cdmo_pharma,CDMO / CRAMS Pharma
INDSWFTLAB,branded_pharma,Branded Formulations Pharma
INDTERRAIN,discretionary,Premium Consumer Discretionary
INDUSINDBK,private_banks,Private Banks
INFOBEAN,it_services,IT Services
INFOBEAN,new_age_tech,New-Age Tech (Internet/Fintech)
INFY,it_services,IT Services
INNOVACAP,cdmo_pharma,CDMO / CRAMS Pharma
INNOVACAP,branded_pharma,Branded Formulations Pharma
INNOVANA,it_services,IT Services
INOXGREEN,renewables,Renewables & Clean Energy
INOXINDIA,capex,Broad Capital Goods Cycle
INOXWIND,renewables,Renewables & Clean Energy
INOXWIND,capex,Broad Capital Goods Cycle
INSECTICID,specialty_chem,Specialty Chemicals
INSECTICID,rural_agri,Rural & Agri
INTELLECT,it_services,IT Services
INTENTECH,it_services,IT Services
INTENTECH,new_age_tech,New-Age Tech (Internet/Fintech)
INTLCONV,capex,Broad Capital Goods Cycle
INVENTURE,capital_markets,Capital Markets & Exchanges
IOB,psu_banks,PSU Banks
IOC,psu_capex,PSU Capex Beneficiaries
IOC,oil_downstream,Oil & Gas — Downstream & Gas Utilities
IOLCP,cdmo_pharma,CDMO / CRAMS Pharma
IOLCP,branded_pharma,Branded Formulations Pharma
IPCALAB,cdmo_pharma,CDMO / CRAMS Pharma
IPCALAB,branded_pharma,Branded Formulations Pharma
IPL,specialty_chem,Specialty Chemicals
IPL,rural_agri,Rural & Agri
IRB,ev,Electric Vehicles
IRCON,railways,Railways & Metro Capex
IRCON,psu_capex,PSU Capex Beneficiaries
IRCON,data_center,Data Center & Digital Infra
IRCTC,railways,Railways & Metro Capex
IRCTC,discretionary,Premium Consumer Discretionary
IRCTC,new_age_tech,New-Age Tech (Internet/Fintech)
IREDA,ev,Electric Vehicles
IREDA,renewables,Renewables & Clean Energy
IREDA,nbfc,NBFC — Retail & Diversified
IRFC,railways,Railways & Metro Capex
IRFC,nbfc,NBFC — Retail & Diversified
IRIS,new_age_tech,New-Age Tech (Internet/Fintech)
IRISDOREME,discretionary,Premium Consumer Discretionary
IRMENERGY,oil_downstream,Oil & Gas — Downstream & Gas Utilities
ISFT,discretionary,Premium Consumer Discretionary
ISFT,new_age_tech,New-Age Tech (Internet/Fintech)
ISHANCH,specialty_chem,Specialty Chemicals
ITC,fmcg_staples,FMCG Staples
ITCHOTELS,discretionary,Premium Consumer Discretionary
ITDC,ev,Electric Vehicles
ITDC,discretionary,Premium Consumer Discretionary
IVC,capital_markets,Capital Markets & Exchanges
IVP,specialty_chem,Specialty Chemicals
IXIGO,discretionary,Premium Consumer Discretionary
IXIGO,new_age_tech,New-Age Tech (Internet/Fintech)
J&KBANK,private_banks,Private Banks
J&KBANK,psu_banks,PSU Banks
JAGSNPHARM,cdmo_pharma,CDMO / CRAMS Pharma
JAGSNPHARM,branded_pharma,Branded Formulations Pharma
JAIBALAJI,metals,Metals & Mining
JAIPURKURT,discretionary,Premium Consumer Discretionary
JAMNAAUTO,ev,Electric Vehicles
JARO,discretionary,Premium Consumer Discretionary
JARO,new_age_tech,New-Age Tech (Internet/Fintech)
JASH,capex,Broad Capital Goods Cycle
JAYAGROGN,specialty_chem,Specialty Chemicals
JAYBARMARU,ev,Electric Vehicles
JAYKAY,defense,Defense & Aerospace
JAYNECOIND,metals,Metals & Mining
JAYSREETEA,fmcg_staples,FMCG Staples
JBCHEPHARM,cdmo_pharma,CDMO / CRAMS Pharma
JBCHEPHARM,branded_pharma,Branded Formulations Pharma
JBMA,ev,Electric Vehicles
JETFREIGHT,logistics,Logistics & Supply Chain
JGCHEM,specialty_chem,Specialty Chemicals
JHS,fmcg_staples,FMCG Staples
JINDALSAW,metals,Metals & Mining
JINDALSTEL,metals,Metals & Mining
JINDWORLD,discretionary,Premium Consumer Discretionary
JKCEMENT,cement,Cement
JKLAKSHMI,cement,Cement
JLHL,hospitals,Hospitals & Healthcare Services
JMFINANCIL,capital_markets,Capital Markets & Exchanges
JMTAUTOLTD,ev,Electric Vehicles
JNKINDIA,capex,Broad Capital Goods Cycle
JOCIL,specialty_chem,Specialty Chemicals
JSFB,small_fin_banks,Small Finance & Microfinance
JSL,metals,Metals & Mining
JSLL,discretionary,Premium Consumer Discretionary
JSWCEMENT,cement,Cement
JSWENERGY,renewables,Renewables & Clean Energy
JSWINFRA,new_age_tech,New-Age Tech (Internet/Fintech)
JSWINFRA,logistics,Logistics & Supply Chain
JSWISPL,metals,Metals & Mining
JSWSTEEL,metals,Metals & Mining
JTEKTINDIA,ev,Electric Vehicles
JTLIND,metals,Metals & Mining
JUBLCPL,specialty_chem,Specialty Chemicals
JUBLFOOD,discretionary,Premium Consumer Discretionary
JUBLINGREA,ev,Electric Vehicles
JUBLINGREA,specialty_chem,Specialty Chemicals
JUBLPHARMA,cdmo_pharma,CDMO / CRAMS Pharma
JUBLPHARMA,branded_pharma,Branded Formulations Pharma
JUNIPER,discretionary,Premium Consumer Discretionary
JUSTDIAL,discretionary,Premium Consumer Discretionary
JWL,railways,Railways & Metro Capex
JYOTHYLAB,fmcg_staples,FMCG Staples
JYOTICNC,capex,Broad Capital Goods Cycle
JYOTISTRUC,capex,Broad Capital Goods Cycle
KABRAEXTRU,capex,Broad Capital Goods Cycle
KABRAEXTRU,new_age_tech,New-Age Tech (Internet/Fintech)
KAJARIACER,discretionary,Premium Consumer Discretionary
KAKATCEM,cement,Cement
KALAMANDIR,discretionary,Premium Consumer Discretionary
KALINDEE,railways,Railways & Metro Capex
KALPATARU,realty,Real Estate
KALYANKJIL,discretionary,Premium Consumer Discretionary
KAMATHOTEL,discretionary,Premium Consumer Discretionary
KAMDHENU,metals,Metals & Mining
KAMOPAINTS,discretionary,Premium Consumer Discretionary
KANANIIND,discretionary,Premium Consumer Discretionary
KANORICHEM,capex,Broad Capital Goods Cycle
KANSAINER,discretionary,Premium Consumer Discretionary
KARURVYSYA,private_banks,Private Banks
KAUSHALYA,ev,Electric Vehicles
KAUSHALYA,discretionary,Premium Consumer Discretionary
KAYA,discretionary,Premium Consumer Discretionary
KAYNES,semis,Semiconductors & Electronics Manufacturing
KAYNES,capex,Broad Capital Goods Cycle
KAYNES,new_age_tech,New-Age Tech (Internet/Fintech)
KCP,cement,Cement
KCPSUGIND,fmcg_staples,FMCG Staples
KDDL,discretionary,Premium Consumer Discretionary
KECL,ev,Electric Vehicles
KECL,semis,Semiconductors & Electronics Manufacturing
KECL,capex,Broad Capital Goods Cycle
KEEPLEARN,discretionary,Premium Consumer Discretionary
KEI,capex,Broad Capital Goods Cycle
KELLTONTEC,it_services,IT Services
KELLTONTEC,new_age_tech,New-Age Tech (Internet/Fintech)
KERNEX,logistics,Logistics & Supply Chain
KESORAMIND,discretionary,Premium Consumer Discretionary
KEYFINSERV,capital_markets,Capital Markets & Exchanges
KEYSTONE,realty,Real Estate
KFINTECH,capital_markets,Capital Markets & Exchanges
KFINTECH,new_age_tech,New-Age Tech (Internet/Fintech)
KHADIM,discretionary,Premium Consumer Discretionary
KHAICHEM,specialty_chem,Specialty Chemicals
KHAICHEM,rural_agri,Rural & Agri
KHAITANLTD,semis,Semiconductors & Electronics Manufacturing
KHAITANLTD,discretionary,Premium Consumer Discretionary
KHANDSE,capital_markets,Capital Markets & Exchanges
KILITCH,cdmo_pharma,CDMO / CRAMS Pharma
KILITCH,branded_pharma,Branded Formulations Pharma
KIMS,hospitals,Hospitals & Healthcare Services
KINGFA,new_age_tech,New-Age Tech (Internet/Fintech)
KIOCL,metals,Metals & Mining
KIRIINDUS,specialty_chem,Specialty Chemicals
KIRLOSIND,capex,Broad Capital Goods Cycle
KITEX,discretionary,Premium Consumer Discretionary
KKCL,discretionary,Premium Consumer Discretionary
KMSUGAR,fmcg_staples,FMCG Staples
KNAGRI,fmcg_staples,FMCG Staples
KOHINOOR,fmcg_staples,FMCG Staples
KOLTEPATIL,ev,Electric Vehicles
KOLTEPATIL,realty,Real Estate
KOPRAN,cdmo_pharma,CDMO / CRAMS Pharma
KOPRAN,branded_pharma,Branded Formulations Pharma
KOTAKBANK,private_banks,Private Banks
KOTARISUG,fmcg_staples,FMCG Staples
KOTHARIPET,specialty_chem,Specialty Chemicals
KOTYARK,oil_downstream,Oil & Gas — Downstream & Gas Utilities
KPIGREEN,renewables,Renewables & Clean Energy
KPITTECH,it_services,IT Services
KPITTECH,new_age_tech,New-Age Tech (Internet/Fintech)
KPRMILL,discretionary,Premium Consumer Discretionary
KRBL,fmcg_staples,FMCG Staples
KREBSBIO,cdmo_pharma,CDMO / CRAMS Pharma
KREBSBIO,branded_pharma,Branded Formulations Pharma
KRISHANA,specialty_chem,Specialty Chemicals
KRISHANA,rural_agri,Rural & Agri
KRISHNADEF,defense,Defense & Aerospace
KRITIKA,metals,Metals & Mining
KRITINUT,fmcg_staples,FMCG Staples
KRN,capex,Broad Capital Goods Cycle
KRONOX,specialty_chem,Specialty Chemicals
KROSS,ev,Electric Vehicles
KRSNAA,hospitals,Hospitals & Healthcare Services
KSCL,fmcg_staples,FMCG Staples
KSHINTL,metals,Metals & Mining
KSL,metals,Metals & Mining
KSOLVES,it_services,IT Services
KTKBANK,private_banks,Private Banks
LAGNAM,discretionary,Premium Consumer Discretionary
LAL,discretionary,Premium Consumer Discretionary
LALPATHLAB,hospitals,Hospitals & Healthcare Services
LAMBODHARA,discretionary,Premium Consumer Discretionary
LAOPALA,discretionary,Premium Consumer Discretionary
LASA,cdmo_pharma,CDMO / CRAMS Pharma
LASA,branded_pharma,Branded Formulations Pharma
LATENTVIEW,it_services,IT Services
LAURUSLABS,cdmo_pharma,CDMO / CRAMS Pharma
LAURUSLABS,branded_pharma,Branded Formulations Pharma
LEMERITE,discretionary,Premium Consumer Discretionary
LEMONTREE,discretionary,Premium Consumer Discretionary
LENSKART,discretionary,Premium Consumer Discretionary
LGBBROSLTD,ev,Electric Vehicles
LGEINDIA,semis,Semiconductors & Electronics Manufacturing
LGEINDIA,discretionary,Premium Consumer Discretionary
LGHL,discretionary,Premium Consumer Discretionary
LIBAS,discretionary,Premium Consumer Discretionary
LIBERTSHOE,discretionary,Premium Consumer Discretionary
LICHSGFIN,nbfc,NBFC — Retail & Diversified
LICI,life_insurance,Life Insurance
LINCOLN,cdmo_pharma,CDMO / CRAMS Pharma
LINCOLN,branded_pharma,Branded Formulations Pharma
LINDEINDIA,capex,Broad Capital Goods Cycle
LLOYDS,discretionary,Premium Consumer Discretionary
LLOYDSENGG,capex,Broad Capital Goods Cycle
LLOYDSENT,metals,Metals & Mining
LLOYDSME,metals,Metals & Mining
LMW,capex,Broad Capital Goods Cycle
LODHA,ev,Electric Vehicles
LODHA,realty,Real Estate
LOKESHMACH,capex,Broad Capital Goods Cycle
LORDSCHLO,specialty_chem,Specialty Chemicals
LOTUSDEV,ev,Electric Vehicles
LOTUSDEV,realty,Real Estate
LOTUSEYE,hospitals,Hospitals & Healthcare Services
LOVABLE,discretionary,Premium Consumer Discretionary
LPDC,ev,Electric Vehicles
LPDC,realty,Real Estate
LT,capex,Broad Capital Goods Cycle
LTFOODS,fmcg_staples,FMCG Staples
LTIM,it_services,IT Services
LTM,it_services,IT Services
LTTS,it_services,IT Services
LTTS,new_age_tech,New-Age Tech (Internet/Fintech)
LUMAXIND,ev,Electric Vehicles
LUMAXTECH,ev,Electric Vehicles
LUMAXTECH,new_age_tech,New-Age Tech (Internet/Fintech)
LUPIN,cdmo_pharma,CDMO / CRAMS Pharma
LUPIN,branded_pharma,Branded Formulations Pharma
LUXIND,discretionary,Premium Consumer Discretionary
LXCHEM,specialty_chem,Specialty Chemicals
LYKALABS,cdmo_pharma,CDMO / CRAMS Pharma
LYKALABS,branded_pharma,Branded Formulations Pharma
LYPSAGEMS,discretionary,Premium Consumer Discretionary
M&M,ev,Electric Vehicles
M&M,rural_agri,Rural & Agri
M&MFIN,nbfc,NBFC — Retail & Diversified
MACPOWER,capex,Broad Capital Goods Cycle
MADHAV,discretionary,Premium Consumer Discretionary
MADRASFERT,specialty_chem,Specialty Chemicals
MADRASFERT,rural_agri,Rural & Agri
MAGADSUGAR,fmcg_staples,FMCG Staples
MAHABANK,psu_banks,PSU Banks
MAHEPC,capex,Broad Capital Goods Cycle
MAHLIFE,ev,Electric Vehicles
MAHLIFE,realty,Real Estate
MAHLOG,logistics,Logistics & Supply Chain
MAHSEAMLES,metals,Metals & Mining
MAITHANALL,metals,Metals & Mining
MALLCOM,capex,Broad Capital Goods Cycle
MAMATA,capex,Broad Capital Goods Cycle
MANAKCOAT,metals,Metals & Mining
MANAKSIA,metals,Metals & Mining
MANAKSTEEL,metals,Metals & Mining
MANALIPETC,specialty_chem,Specialty Chemicals
MANAPPURAM,nbfc,NBFC — Retail & Diversified
MANGLMCEM,cement,Cement
MANINDS,metals,Metals & Mining
MANINFRA,realty,Real Estate
MANKIND,cdmo_pharma,CDMO / CRAMS Pharma
MANKIND,branded_pharma,Branded Formulations Pharma
MANOMAY,discretionary,Premium Consumer Discretionary
MANORG,specialty_chem,Specialty Chemicals
MANUGRAPH,capex,Broad Capital Goods Cycle
MANYAVAR,discretionary,Premium Consumer Discretionary
MAPMYINDIA,new_age_tech,New-Age Tech (Internet/Fintech)
MARALOVER,discretionary,Premium Consumer Discretionary
MARATHON,realty,Real Estate
MARICO,fmcg_staples,FMCG Staples
MARINE,ev,Electric Vehicles
MARINE,capex,Broad Capital Goods Cycle
MARKOLINES,new_age_tech,New-Age Tech (Internet/Fintech)
MARKSANS,cdmo_pharma,CDMO / CRAMS Pharma
MARKSANS,branded_pharma,Branded Formulations Pharma
MARSONS,capex,Broad Capital Goods Cycle
MARUTI,ev,Electric Vehicles
MASTEK,it_services,IT Services
MASTERTR,capital_markets,Capital Markets & Exchanges
MATRIMONY,discretionary,Premium Consumer Discretionary
MAWANASUG,fmcg_staples,FMCG Staples
MAXESTATES,realty,Real Estate
MAXFIN,life_insurance,Life Insurance
MAXHEALTH,hospitals,Hospitals & Healthcare Services
MAYURUNIQ,discretionary,Premium Consumer Discretionary
MAZDA,capex,Broad Capital Goods Cycle
MAZDOCK,defense,Defense & Aerospace
MAZDOCK,psu_capex,PSU Capex Beneficiaries
MBAPL,specialty_chem,Specialty Chemicals
MBAPL,rural_agri,Rural & Agri
MCLEODRUSS,fmcg_staples,FMCG Staples
MCLOUD,it_services,IT Services
MCX,capital_markets,Capital Markets & Exchanges
MDL,discretionary,Premium Consumer Discretionary
MEDANTA,hospitals,Hospitals & Healthcare Services
MEDIASSIST,general_insurance,General & Health Insurance
MEDICAMEQ,cdmo_pharma,CDMO / CRAMS Pharma
MEDICAMEQ,branded_pharma,Branded Formulations Pharma
MEDICAMEQ,new_age_tech,New-Age Tech (Internet/Fintech)
MEDICO,cdmo_pharma,CDMO / CRAMS Pharma
MEDICO,branded_pharma,Branded Formulations Pharma
MEDPLUS,discretionary,Premium Consumer Discretionary
MEESHO,discretionary,Premium Consumer Discretionary
MEIL,ev,Electric Vehicles
MEIL,semis,Semiconductors & Electronics Manufacturing
MEIL,capex,Broad Capital Goods Cycle
MENONBE,ev,Electric Vehicles
METROBRAND,railways,Railways & Metro Capex
METROBRAND,discretionary,Premium Consumer Discretionary
METROPOLIS,railways,Railways & Metro Capex
METROPOLIS,hospitals,Hospitals & Healthcare Services
MFML,semis,Semiconductors & Electronics Manufacturing
MFML,discretionary,Premium Consumer Discretionary
MFSL,life_insurance,Life Insurance
MGEL,fmcg_staples,FMCG Staples
MGL,oil_downstream,Oil & Gas — Downstream & Gas Utilities
